주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명,주소,전체주소,시도
165-2-000092,장수2호,공영,노외,,인천광역시 남동구 장수동 779-13,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.45092415,126.7538468,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 장수동 779-13,인천광역시
165-2-000093,장수3호,공영,노외,,인천광역시 남동구 장수동 793-10,10,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.44974634,126.7555654,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 장수동 793-10,인천광역시
165-2-000094,서창1호,공영,노외,,인천광역시 남동구 서창동 552-5,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43722084,126.7446158,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 서창동 552-5,인천광역시
165-2-000095,서창2호,공영,노외,,인천광역시 남동구 서창동 558-3,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43576551,126.747578,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 서창동 558-3,인천광역시
165-2-000096,서창3호,공영,노외,,인천광역시 남동구 서창동 575-1,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43289931,126.7518515,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 서창동 575-1,인천광역시
165-2-000097,서창4호,공영,노외,,인천광역시 남동구 서창2동 580-1,19,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43171895,126.7517582,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 서창2동 580-1,인천광역시
165-2-000098,서창5호,공영,노외,,인천광역시 남동구 서창동 567-4,59,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43424603,126.7512982,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 서창동 567-4,인천광역시
165-2-000099,서창6호(정기차량전용),공영,노외,,인천광역시 남동구 서창동 556-4,12,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43734644,126.7462635,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 서창동 556-4,인천광역시
225-1-000001,동백길공영주차장,공영,노상,,경기도 군포시 산본동 1164,31,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,신용카드,월정기 전용,군포도시공사,031-390-7684,37.37176218,126.9344547,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 산본동 1164,경기도
225-1-000002,산본시장공영주차장,공영,노상,"경기도 군포시 산본천로 177, 230",경기도 군포시 산본동 285,101,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30.0,700.0,10.0,200.0,0.0,0.0,0.0,신용카드,경차 할인+장애인 차량 할인+평일(19:01~09:59 무료)+토(18:01~09:59 무료)+일 무료개방,군포도시공사,031-390-7684,37.36945204,126.9377553,Y,2024-08-07,4020000,경기도 군포시,,"경기도 군포시 산본천로 177, 230",경기도
225-1-000003,금산로1공영주차장,공영,노상,"경기도 군포시 금산로 84, 106",경기도 군포시 산본동 300,12,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,군포도시공사,031-390-7684,37.36956769,126.9376862,N,2024-08-07,4020000,경기도 군포시,,"경기도 군포시 금산로 84, 106",경기도
225-1-000004,금산로2공영주차장,공영,노상,"경기도 군포시 금산로 1, 20",경기도 군포시 금정동 811,48,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,군포도시공사,031-390-7684,37.362733,126.9410533,Y,2024-08-07,4020000,경기도 군포시,,"경기도 군포시 금산로 1, 20",경기도
225-1-000005,군포역1길공영주차장,공영,노상,경기도 군포시 군포역1길 9,경기도 군포시 당동 800,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30.0,700.0,10.0,200.0,9.0,6000.0,0.0,신용카드,경차 할인+장애인 차량 할인+평일(19:01~09:59 무료)+토(18:01~09:59 무료)+일 무료개방,군포도시공사,031-390-7684,37.35347529,126.9468061,Y,2024-08-07,4020000,경기도 군포시,,경기도 군포시 군포역1길 9,경기도
225-1-000006,수리산역노상주차장,공영,노상,,경기도 군포시 산본동 1230,49,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.348838,126.924821,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 산본동 1230,경기도
225-1-000007,당동798노상주차장,공영,노상,,경기도 군포시 당동 798,47,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.35525078,126.9448598,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 당동 798,경기도
225-1-000008,금정동893노상주차장,공영,노상,,경기도 군포시 금정동 893,46,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.35717155,126.9359946,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 금정동 893,경기도
225-1-000009,수리산로노상주차장,공영,노상,,경기도 군포시 산본동 1226,24,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.35761527,126.9236481,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 산본동 1226,경기도
225-1-000010,고산로517번길노상주차장,공영,노상,,경기도 군포시 산본동 1226,44,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.35761527,126.9236481,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 산본동 1226,경기도
225-1-000011,농심로노상주차장,공영,노상,,경기도 군포시 당정동 277-3,46,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.3612498,126.9517604,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 당정동 277-3,경기도
225-1-000012,군포로노상주차장,공영,노상,,경기도 군포시 산본동 52,45,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,,,,,,,,,경기도 군포시청,031-390-0705,37.372213,126.9433873,N,2024-08-07,4020000,경기도 군포시,,경기도 군포시 산본동 52,경기도
220-2-000051,사기막골2,공영,노외,,경기도 과천시 문원동 1023-83,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,10.0,0.0,,,,,,현금+신용카드,,경기도 과천시청,02-3677-2897,37.419218,127.001143,,2024-11-26,3970000,경기도 과천시,,경기도 과천시 문원동 1023-83,경기도
220-2-000052,사기막골3,공영,노외,,경기도 과천시 문원동 355-3,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,10.0,0.0,,,,,,현금+신용카드,,경기도 과천시청,02-3677-2897,37.418696,127.003001,,2024-11-26,3970000,경기도 과천시,,경기도 과천시 문원동 355-3,경기도
220-2-000053,사기막골4,공영,노외,,경기도 과천시 문원동 364-26,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,10.0,0.0,,,,,,현금+신용카드,,경기도 과천시청,02-3677-2897,37.418326,126.9995805,,2024-11-26,3970000,경기도 과천시,,경기도 과천시 문원동 364-26,경기도
165-2-000050,선진8길(정기차량전용),공영,노외,,인천광역시 남동구 간석1동 508-36,29,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.4556812,126.6968357,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 간석1동 508-36,인천광역시
165-2-000051,만수어린이공원,공영,노외,인천광역시 남동구 구월로336번길 36 (만수동),인천광역시 남동구 만수5동 922,50,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.45354611,126.7276999,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 구월로336번길 36 (만수동),인천광역시
165-2-000052,문화서(정기차량전용),공영,노외,,인천광역시 남동구 구월3동 1121-2,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.44985895,126.6951633,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 구월3동 1121-2,인천광역시
165-2-000054,새남촌,공영,노외,,인천광역시 남동구 남촌동 480-1,233,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43278622,126.7127282,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 남촌동 480-1,인천광역시
165-2-000056,향촌,공영,노외,인천광역시 남동구 만수서로 46-1 (만수동),인천광역시 남동구 만수2동 1116-3,83,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.46112738,126.7312856,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 만수서로 46-1 (만수동),인천광역시
165-2-000071,남촌화물주차장(정기차량전용),공영,노외,,인천광역시 남동구 남촌동 512-47,22,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,8000.0,80000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.43200198,126.7107667,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 남촌동 512-47,인천광역시
165-2-000072,도림2호,공영,노외,인천광역시 남동구 도림로31번길 7-17 (도림동),인천광역시 남동구 도림동 666-1,23,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.41936044,126.7284199,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 도림로31번길 7-17 (도림동),인천광역시
165-2-000073,양지말,공영,노외,,인천광역시 남동구 간석1동 459-9,5,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.45986399,126.7036818,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 간석1동 459-9,인천광역시
165-2-000074,산호1호,공영,노외,,인천광역시 남동구 만수3동 839-20,8,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.46409624,126.7249957,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 만수3동 839-20,인천광역시
165-2-000075,작은성말(정기차량전용),공영,노외,,인천광역시 남동구 구월3동 1164-10,7,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,5.0,4000.0,40000.0,카드,,인천광역시 남동구 도시관리공단,032-460-0530,37.44551953,126.7053305,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 구월3동 1164-10,인천광역시
165-2-000076,모래마을1호,공영,노외,,인천광역시 남동구 구월4동 349-683,5,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.4538948,126.7223318,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 구월4동 349-683,인천광역시
165-2-000077,모래마을2호,공영,노외,,인천광역시 남동구 구월4동 349-57,6,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.45313379,126.7219492,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 구월4동 349-57,인천광역시
165-2-000078,모래마을3호,공영,노외,,인천광역시 남동구 구월4동 349-535,4,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,인천광역시 남동구 도시관리공단,032-460-0530,37.45274703,126.7220123,,2024-11-11,3530000,인천광역시 남동구,,인천광역시 남동구 구월4동 349-535,인천광역시
162-2-000001,만석부두 공영,공영,노외,,인천광역시 동구 만석동 2-379,57,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.5,400.0,0.25,200.0,5.0,4000.0,40000.0,현금+카드,연중무휴,인천광역시 동구청,032-770-6593,37.4913253,126.6219544,,2024-11-29,3500000,인천광역시 동구,,인천광역시 동구 만석동 2-379,인천광역시
162-2-000002,삼두아파트 옆,공영,노외,,인천광역시 동구 송현동 66-1,14,3,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,00:00,23:59,혼합,0.5,400.0,0.25,200.0,5.0,4000.0,40000.0,현금+카드,공휴일 무료,인천광역시 동구청,032-770-6593,37.480331,126.633403,,2024-11-29,3500000,인천광역시 동구,,인천광역시 동구 송현동 66-1,인천광역시
162-2-000004,현대시장 공영,공영,노외,,인천광역시 동구 송림동 49-172,91,3,미시행,평일+토요일+공휴일,08:00,19:00,00:00,23:59,00:00,23:59,혼합,0.5,400.0,0.25,200.0,5.0,4000.0,40000.0,현금+카드,1시간무료/주말+공휴일무료,인천광역시 동구청,032-770-6593,37.47707201,126.6470985,,2024-11-29,3500000,인천광역시 동구,,인천광역시 동구 송림동 49-172,인천광역시
166-2-000053,캠프마켓(임시),공영,노외,인천광역시 부평구 부흥로 212(산곡동),인천광역시 부평구 산곡동 294-151,184,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,인천광역시 부평구시설관리공단,032-262-9220,37.49885696,126.7150619,Y,2024-12-19,3540000,인천광역시 부평구,,인천광역시 부평구 부흥로 212(산곡동),인천광역시
166-2-000054,청천우민아파트,공영,노외,인천광역시 부평구 평천로 115번길 12(청천동),인천광역시 부평구 청천동 454,3,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,인천광역시 부평구시설관리공단,032-262-9220,37.5207229883,126.7068176488,Y,2024-12-19,3540000,인천광역시 부평구,,인천광역시 부평구 평천로 115번길 12(청천동),인천광역시
166-2-000055,청천동 9-52,공영,노외,인천광역시 부평구 마장로468번길 12-6(청천동),인천광역시 부평구 청천동 9-52,6,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,인천광역시 부평구시설관리공단,032-262-9220,37.51975194,126.7052701,Y,2024-12-19,3540000,인천광역시 부평구,,인천광역시 부평구 마장로468번길 12-6(청천동),인천광역시
